animalid;date;time;feedid;portion;assigned;consumption
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-04-18;08:05:32;3;5.859;9.687;16.802
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-04-19;13:39:50;5;4.807;10.652;17.869
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-04-20;12:04:36;4;3.205;10.571;16.988
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-04-21;07:01:10;5;7.860;14.975;16.517
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-04-22;12:43:29;5;7.105;9.793;16.801
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-04-23;07:11:26;4;3.895;15.066;15.460
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-04-24;16:34:28;5;7.894;16.773;16.286
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-04-25;14:18:20;5;5.661;12.259;18.737
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-04-26;11:47:23;5;3.799;16.936;16.917
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-04-27;11:01:40;3;7.367;16.790;18.465
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-04-28;17:56:01;3;4.326;17.362;17.860
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-04-29;07:42:09;3;4.306;17.221;16.615
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-04-30;15:08:52;4;7.035;12.036;17.655
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-05-01;07:56:32;3;3.137;11.455;17.894
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-05-02;11:49:35;4;6.182;12.810;18.985
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-05-03;11:40:47;3;3.277;14.792;17.624
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-05-04;07:59:10;5;4.002;9.177;18.885
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-05-05;12:53:25;3;3.603;14.879;18.007
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-05-06;08:54:14;3;6.450;14.724;16.346
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-05-07;11:28:31;4;4.356;16.071;18.994
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-05-08;08:38:17;4;3.559;13.028;18.321
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-05-09;10:18:48;5;6.430;13.142;18.574
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-05-10;08:56:36;3;5.543;11.341;18.954
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-05-11;17:30:21;3;6.727;9.238;16.220
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-05-12;09:30:15;5;4.468;16.181;17.201
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-05-13;15:24:07;4;7.753;17.319;16.430
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-05-14;09:00:18;3;7.445;11.894;17.867
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-05-15;10:47:02;4;7.166;11.694;15.458
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-05-16;08:19:49;3;7.760;17.689;16.239
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-05-17;14:35:06;4;7.839;11.462;15.721
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-05-18;12:29:51;5;3.215;9.835;16.462
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-05-19;17:38:41;3;6.771;14.098;18.270
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-05-20;11:49:16;5;7.175;16.593;16.806
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-05-21;14:57:36;5;7.036;11.149;15.219
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-05-22;15:25:45;5;5.492;15.124;15.931
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-05-23;14:57:08;4;4.113;13.962;17.875
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-05-24;15:39:20;3;4.948;16.714;15.184
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-05-25;10:58:20;4;6.706;14.248;17.402
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-05-26;09:46:34;3;6.851;15.012;18.608
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-05-27;06:09:43;4;7.331;17.462;15.244
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-05-28;08:34:19;3;5.774;10.312;15.526
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-05-29;11:57:22;5;7.663;12.305;18.059
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-05-30;07:32:58;3;5.059;16.051;16.365
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-05-31;15:21:53;5;6.743;13.049;18.328
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-06-01;09:24:59;4;4.352;11.529;17.857
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-06-02;06:44:34;4;5.699;10.639;17.856
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-06-03;06:51:48;4;3.773;17.453;16.272
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-06-04;16:16:30;4;4.503;14.209;15.758
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-06-05;13:10:08;3;6.962;12.285;15.198
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-06-06;07:54:44;3;3.699;13.685;18.475
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-06-07;12:45:48;3;4.771;11.316;16.007
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-06-08;14:16:54;4;5.139;17.014;17.226
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-06-09;09:23:30;5;5.000;10.539;15.739
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-06-10;12:35:08;3;3.092;14.157;15.275
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-06-11;17:08:14;3;3.170;15.460;18.324
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-06-12;17:13:51;4;4.051;14.710;18.784
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-06-13;17:10:10;5;6.050;15.687;18.171
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-06-14;13:09:52;3;7.671;15.665;18.770
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-06-15;17:53:37;4;7.867;14.572;18.712
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-06-16;13:11:55;4;3.052;13.245;17.245
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-06-17;17:18:22;4;4.883;9.943;15.601
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-06-18;16:39:23;5;6.521;15.954;16.225
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-06-19;16:50:35;3;7.672;12.570;18.316
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-06-20;06:50:56;3;4.532;13.945;16.953
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-06-21;07:24:47;3;5.105;10.823;15.683
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-06-22;07:22:45;4;4.467;9.046;15.124
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-06-23;12:45:53;5;3.036;14.452;16.762
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-06-24;15:25:38;5;3.043;10.113;17.754
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-06-25;12:30:35;5;7.222;15.937;17.089
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-06-26;10:36:34;3;4.826;10.660;17.223
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-06-27;07:11:38;5;3.385;9.026;16.580
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-06-28;07:30:34;4;7.189;11.738;18.970
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-06-29;06:51:41;3;6.140;13.337;15.100
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-06-30;08:55:11;3;3.317;13.933;15.640
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-07-01;11:21:16;3;4.821;13.129;18.854
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-07-02;12:10:18;3;4.794;13.403;16.173
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-07-03;06:00:15;5;5.483;16.302;16.607
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-07-04;07:05:14;3;3.556;12.301;17.489
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-07-05;12:28:09;5;7.853;11.838;15.309
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-07-06;09:12:59;3;7.172;11.924;16.465
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-07-07;06:06:03;4;3.005;14.100;18.581
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-07-08;07:49:17;4;3.955;12.220;18.640
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-07-09;12:28:00;3;3.164;17.455;17.804
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-07-10;08:31:36;3;5.808;10.636;18.417
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-07-11;07:10:11;3;5.806;17.566;15.381
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-07-12;11:32:22;5;5.921;11.138;17.296
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-07-13;11:11:00;3;4.418;12.497;15.650
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-07-14;08:55:21;5;4.519;10.069;18.149
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-07-15;13:46:57;3;4.169;12.994;17.406
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-07-16;12:37:36;4;6.861;16.190;18.324
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-07-17;15:21:07;3;5.968;9.166;18.007
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-07-18;14:03:49;4;3.898;10.624;17.287
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-07-19;08:21:06;4;6.628;13.701;18.448
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-07-20;06:21:33;5;6.789;17.325;15.451
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-07-21;12:52:47;4;4.414;11.855;16.965
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-07-22;16:06:57;4;4.293;17.680;18.303
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-07-23;10:52:21;3;4.533;12.384;15.380
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-07-24;17:04:42;4;3.743;16.700;16.213
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-07-25;14:05:09;3;3.253;15.425;17.569
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-07-26;09:25:25;4;5.997;12.662;18.107
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-07-27;11:26:17;3;5.042;12.812;18.741
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-07-28;14:32:02;5;5.173;15.738;16.326
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-07-29;10:23:16;4;6.926;17.634;18.134
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-07-30;15:36:00;4;3.737;12.456;18.103
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-07-31;07:09:50;4;5.578;17.262;16.980
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-08-01;06:44:37;4;7.480;14.018;18.896
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-08-02;08:40:47;3;7.891;10.456;16.601
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-08-03;11:51:23;3;5.191;16.872;18.126
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-08-04;11:28:39;4;5.491;12.894;17.607
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-08-05;15:27:42;3;7.150;12.737;16.755
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-08-06;14:01:36;4;6.755;17.330;16.723
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-08-07;10:15:38;4;6.268;10.430;17.550
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-08-08;10:44:35;3;3.282;11.164;18.210
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-08-09;07:07:55;3;5.125;16.304;18.790
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-08-10;15:25:58;4;5.736;11.361;15.657
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-08-11;09:49:28;4;5.743;12.292;15.355
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-08-12;15:17:41;5;6.322;10.816;18.428
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-08-13;15:47:16;5;7.670;10.028;17.239
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-08-14;06:32:05;3;7.473;11.350;16.624
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-08-15;07:15:30;5;4.589;17.383;17.865
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-08-16;08:46:24;3;5.971;17.022;17.367
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-08-17;06:04:52;3;4.043;10.290;16.959
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-08-18;17:24:17;4;7.872;13.270;17.056
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-08-19;16:08:30;3;4.209;17.174;16.235
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-08-20;07:46:26;4;3.891;13.077;16.720
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-08-21;12:32:36;4;7.276;11.839;15.128
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-08-22;06:42:37;4;4.217;15.889;18.759
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-08-23;10:45:56;4;3.025;12.877;18.281
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-08-24;09:41:49;4;4.275;11.610;17.543
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-08-25;16:14:29;4;7.590;11.535;17.902
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-08-26;16:50:09;4;3.072;9.367;16.910
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-08-27;07:02:10;4;6.802;17.354;15.627
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-08-28;08:06:20;4;4.448;16.008;17.688
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-08-29;06:39:20;4;5.389;13.195;16.049
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-08-30;10:47:49;3;3.067;9.629;15.987
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-08-31;08:05:23;4;4.332;14.164;16.169
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-09-01;17:51:59;5;7.638;17.970;17.713
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-09-02;12:47:19;4;5.317;14.548;18.370
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-09-03;15:34:21;5;6.337;15.557;17.755
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-09-04;14:05:32;5;6.028;15.429;15.650
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-09-05;11:07:55;5;3.637;10.125;17.869
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-09-06;08:17:32;5;5.550;9.736;17.037
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-09-07;12:12:45;4;6.328;12.240;18.806
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-09-08;15:57:38;4;5.888;9.658;17.436
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-09-09;13:56:05;5;7.295;10.065;18.054
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-09-10;14:16:00;4;7.466;13.775;17.316
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-09-11;10:54:02;5;3.112;14.972;18.220
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-09-12;09:47:02;5;5.070;17.747;17.605
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-09-13;12:18:55;4;5.903;9.899;18.293
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-09-14;06:22:35;5;4.150;12.499;18.599
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-09-15;06:25:49;3;3.479;9.026;17.749
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-09-16;07:35:09;4;6.148;9.463;18.808
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-09-17;07:46:31;5;4.632;16.100;15.971
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-09-18;17:24:57;3;5.169;14.139;17.990
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-09-19;13:00:27;4;6.413;13.111;16.445
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-09-20;08:39:43;5;6.347;17.450;17.785
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-09-21;15:45:56;4;7.515;12.553;16.928
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-09-22;14:53:04;5;6.391;17.927;17.775
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-09-23;10:21:33;3;5.381;16.637;16.419
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-09-24;13:20:41;3;5.951;14.449;17.165
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-09-25;11:27:48;3;6.089;15.325;15.012
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-09-26;08:57:32;3;3.890;11.160;18.330
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-09-27;06:53:36;4;4.497;10.612;17.640
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-09-28;14:41:13;4;4.574;16.208;16.908
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-09-29;10:14:23;4;6.676;10.934;18.845
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-09-30;09:23:43;4;4.570;11.577;16.916
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-10-01;06:22:29;3;5.657;13.186;17.477
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-10-02;12:24:35;3;3.763;9.356;18.279
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-10-03;12:09:31;4;3.560;15.793;15.864
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-10-04;12:17:37;5;7.809;13.873;18.466
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-10-05;15:24:15;4;6.459;15.589;15.585
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-10-06;12:31:55;5;4.498;11.348;17.260
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-10-07;11:21:23;5;6.211;17.851;18.788
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-10-08;16:35:59;4;6.772;11.416;16.039
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-10-09;13:41:39;4;4.169;13.961;17.719
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-10-10;07:13:04;3;5.421;13.267;15.514
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-10-11;06:13:04;3;7.807;11.549;16.176
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-10-12;07:50:39;5;7.350;9.587;17.216
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-10-13;08:10:29;3;6.750;17.513;18.853
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-10-14;15:42:37;3;4.235;12.619;16.936
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-10-15;16:21:01;4;4.123;12.251;17.206
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-10-16;15:26:48;3;4.896;11.492;16.538
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-10-17;10:18:32;3;7.067;15.655;17.751
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-10-18;14:55:22;5;4.040;9.622;18.824
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-10-19;12:58:34;5;6.885;11.174;18.678
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-10-20;11:38:23;5;3.130;13.279;18.000
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-10-21;06:46:46;3;6.676;12.028;15.599
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-10-22;12:11:47;4;4.742;10.191;17.866
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-10-23;13:18:54;4;5.088;10.404;17.036
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-10-24;11:08:57;5;5.559;11.016;16.182
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-10-25;11:56:45;4;4.574;15.847;15.246
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-10-26;11:23:08;5;5.401;15.760;18.027
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-10-27;12:02:35;3;6.189;17.582;18.115
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-10-28;14:39:26;5;3.488;13.043;18.439
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-10-29;06:04:48;4;5.270;11.378;16.611
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-10-30;08:31:25;3;6.692;14.854;15.392
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-10-31;13:03:23;4;5.516;16.675;15.365
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-11-01;15:10:03;4;3.904;11.985;16.051
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-11-02;12:10:15;4;6.079;17.511;16.837
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-11-03;10:41:20;5;3.152;9.490;18.476
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-11-04;13:48:50;4;3.187;11.848;17.152
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-11-05;17:52:58;5;5.591;11.234;18.899
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-11-06;10:23:03;5;5.948;14.851;17.018
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-11-07;13:31:29;5;7.147;12.995;16.446
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-11-08;07:12:32;3;4.278;13.507;15.244
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-11-09;12:10:34;3;4.913;15.643;18.470
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-11-10;08:57:11;4;5.198;12.030;18.725
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-11-11;14:25:11;3;5.584;9.618;15.480
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-11-12;12:39:37;4;7.498;15.856;17.542
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-11-13;06:21:31;3;3.030;16.330;16.528
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-11-14;12:01:05;4;7.218;11.039;16.437
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-11-15;14:28:41;4;6.083;11.901;17.060
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-11-16;10:25:04;4;3.911;16.831;15.131
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-11-17;07:35:03;4;6.795;13.375;17.478
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-11-18;09:59:21;4;5.747;11.279;16.542
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-11-19;14:15:35;3;6.934;9.245;17.708
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-11-20;16:46:23;4;4.747;13.182;17.207
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-11-21;14:58:39;5;5.055;10.766;17.892
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-11-22;09:34:06;5;7.456;15.118;17.565
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-11-23;12:59:07;4;5.739;15.601;18.099
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-11-24;15:56:46;5;4.420;15.833;15.069
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-11-25;14:35:02;5;3.147;11.616;16.446
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-11-26;11:12:38;3;7.066;14.844;17.193
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-11-27;09:36:29;3;7.572;13.058;16.925
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-11-28;12:33:16;5;6.780;12.235;15.088
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-11-29;12:43:48;3;4.491;12.622;15.685
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-11-30;13:32:56;5;5.300;17.711;15.517
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-12-01;15:31:28;3;3.531;12.189;15.305
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-12-02;08:07:00;5;6.053;12.447;18.855
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-12-03;06:21:32;4;5.520;9.809;17.060
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-12-04;11:03:50;5;3.163;13.334;17.349
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-12-05;12:58:04;3;6.999;16.138;17.021
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-12-06;10:39:29;4;3.915;15.977;16.611
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-12-07;14:22:37;5;3.400;14.822;17.775
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-12-08;15:42:55;3;4.957;17.011;16.078
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-12-09;11:00:56;5;3.011;16.662;17.903
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-12-10;12:38:53;3;7.852;15.114;16.409
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-12-11;15:50:27;3;7.491;11.590;17.718
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-12-12;16:00:36;4;3.042;9.189;17.781
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-12-13;06:46:43;4;5.932;14.284;15.021
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-12-14;09:47:06;4;4.498;11.446;17.151
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-12-15;13:12:22;3;5.558;15.389;16.499
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-12-16;17:44:48;3;6.429;12.463;15.494
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-12-17;07:12:32;3;4.591;15.984;17.342
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-12-18;16:39:58;5;7.221;12.994;16.429
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-12-19;08:30:05;3;5.696;9.174;18.400
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-12-20;15:14:29;5;5.984;13.003;16.510
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-12-21;06:52:19;5;4.140;16.995;16.951
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-12-22;07:10:31;4;5.523;15.387;15.681
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-12-23;12:35:14;4;6.195;15.625;15.842
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-12-24;14:26:58;5;4.956;14.344;16.244
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-12-25;11:26:17;5;4.322;12.261;16.183
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-12-26;06:50:07;3;5.311;10.022;17.024
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-12-27;08:41:23;5;5.821;14.922;16.002
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-12-28;10:55:06;3;5.182;15.861;15.411
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-12-29;12:16:43;3;6.500;14.866;17.661
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-12-30;15:29:50;4;4.684;17.811;15.097
50BA452B-F16F-4E8B-B060-170FB5511F23;2020-12-31;06:44:00;5;7.170;11.882;18.818
50BA452B-F16F-4E8B-B060-170FB5511F23;2021-01-01;11:57:43;5;7.975;13.463;17.676
50BA452B-F16F-4E8B-B060-170FB5511F23;2021-01-02;15:41:50;5;7.335;14.012;16.459
50BA452B-F16F-4E8B-B060-170FB5511F23;2021-01-03;08:04:07;3;6.522;10.006;15.694
50BA452B-F16F-4E8B-B060-170FB5511F23;2021-01-04;17:13:00;4;7.102;14.560;15.885
50BA452B-F16F-4E8B-B060-170FB5511F23;2021-01-05;08:51:23;3;3.953;13.839;16.799
